video,file,label,original,frame,fold
azsmewqghg,150_0.png,1,djxdyjopjd,150,0
eepezmygaq,140_0.png,1,abarnvbtwb,140,0
brwrlczjvi,290_1.png,0,brwrlczjvi,290,0
ellavthztb,0_0.png,0,ellavthztb,0,0
btohlidmru,80_0.png,1,cyxlcuyznd,80,0
bdnaqemxmr,200_0.png,0,bdnaqemxmr,200,0
chtapglbcj,110_0.png,0,chtapglbcj,110,0
etohcvnzbj,100_0.png,1,bdnaqemxmr,100,0
dlpoieqvfb,250_0.png,0,dlpoieqvfb,250,0
etohcvnzbj,40_0.png,1,bdnaqemxmr,40,0
dgxrqjdomn,90_0.png,1,duycddgtrl,90,0
bwipwzzxxu,110_0.png,0,bwipwzzxxu,110,0
dbzpcjntve,290_0.png,1,ellavthztb,290,0
cpjxareypw,150_0.png,0,cpjxareypw,150,0
dnyvfblxpm,260_0.png,1,eckvhdusax,260,0
ahbweevwpv,230_0.png,1,dkuayagnmc,230,0
btmsngnqhv,230_0.png,1,crezycjqyk,230,0
awnwkrqibf,180_0.png,1,cprhtltsjp,180,0
chtapglbcj,60_0.png,0,chtapglbcj,60,0
bxzakyopjf,0_0.png,0,bxzakyopjf,0,0
egghxjjmfg,30_0.png,0,egghxjjmfg,30,0
avnqydkqjj,220_0.png,1,efwfxwwlbw,220,0
avnqydkqjj,30_0.png,1,efwfxwwlbw,30,0
emfbhytfhc,150_0.png,1,cprhtltsjp,150,0
egghxjjmfg,280_0.png,0,egghxjjmfg,280,0
dfbpceeaox,70_0.png,1,bffwsjxghk,70,0
ehfiekigla,50_0.png,1,avmjormvsx,50,0
bgwmmujlmc,250_0.png,0,bgwmmujlmc,250,0
bejhvclboh,170_0.png,0,bejhvclboh,170,0
avnqydkqjj,80_0.png,1,efwfxwwlbw,80,0
bejhvclboh,100_0.png,0,bejhvclboh,100,0
egghxjjmfg,240_0.png,0,egghxjjmfg,240,0
cprhtltsjp,0_0.png,0,cprhtltsjp,0,0
efwfxwwlbw,260_0.png,0,efwfxwwlbw,260,0
aytzyidmgs,30_0.png,0,aytzyidmgs,30,0
czfunozvwp,160_0.png,1,caifxvsozs,160,0
cksanfsjhc,170_0.png,1,atkdltyyen,170,0
dhkwmjxwrn,160_1.png,1,ehccixxzoe,160,0
aorjvbyxhw,30_0.png,1,bulkxhhknf,30,0
bgwmmujlmc,130_0.png,0,bgwmmujlmc,130,0
ccfoszqabv,130_0.png,0,ccfoszqabv,130,0
dfbpceeaox,80_0.png,1,bffwsjxghk,80,0
curpwogllm,190_0.png,1,chtapglbcj,190,0
crezycjqyk,120_0.png,0,crezycjqyk,120,0
apatcsqejh,110_1.png,1,edyncaijwx,110,0
apatcsqejh,100_1.png,1,edyncaijwx,100,0
dbnygxtwek,200_0.png,0,dbnygxtwek,200,0
abarnvbtwb,150_0.png,0,abarnvbtwb,150,0
drtbksnpol,70_0.png,1,dzyuwjkjui,70,0
edyncaijwx,110_1.png,0,edyncaijwx,110,0
awnwkrqibf,20_0.png,1,cprhtltsjp,20,0
bulkxhhknf,140_0.png,0,bulkxhhknf,140,0
bpxckdzddv,120_0.png,1,cizlkenljw,120,0
ahbweevwpv,210_0.png,1,dkuayagnmc,210,0
dakiztgtnw,220_0.png,0,dakiztgtnw,220,0
atkdltyyen,220_0.png,0,atkdltyyen,220,0
czfunozvwp,240_0.png,1,caifxvsozs,240,0
dsdoseflas,260_0.png,1,dzyuwjkjui,260,0
bourlmzsio,140_0.png,1,bxzakyopjf,140,0
dhevettufk,200_0.png,1,cppdvdejkc,200,0
cdphtzqrvp,60_0.png,1,ehtdtkmmli,60,0
emfbhytfhc,140_0.png,1,cprhtltsjp,140,0
curpwogllm,220_0.png,1,chtapglbcj,220,0
drtbksnpol,150_0.png,1,dzyuwjkjui,150,0
eqvuznuwsa,180_0.png,1,cmbzllswnl,180,0
cksanfsjhc,200_0.png,1,atkdltyyen,200,0
cyxlcuyznd,0_0.png,0,cyxlcuyznd,0,0
eqvuznuwsa,230_0.png,1,cmbzllswnl,230,0
bzythlfnhq,150_0.png,0,bzythlfnhq,150,0
agqphdxmwt,10_0.png,1,aytzyidmgs,10,0
caifxvsozs,100_0.png,0,caifxvsozs,100,0
afoovlsmtx,120_0.png,0,afoovlsmtx,120,0
czfunozvwp,0_1.png,1,caifxvsozs,0,0
cknyxaqouy,200_0.png,1,bwipwzzxxu,200,0
dbzpcjntve,180_0.png,1,ellavthztb,180,0
alaijyygdv,260_0.png,1,cppdvdejkc,260,0
aytzyidmgs,290_0.png,0,aytzyidmgs,290,0
coadfnerlk,80_0.png,1,bwipwzzxxu,80,0
bffwsjxghk,190_0.png,0,bffwsjxghk,190,0
cizlkenljw,250_0.png,0,cizlkenljw,250,0
dzyuwjkjui,30_0.png,0,dzyuwjkjui,30,0
bvzjkezkms,120_0.png,1,ekcrtigpab,120,0
eqvuznuwsa,50_0.png,1,cmbzllswnl,50,0
emaalmsonj,220_0.png,1,dzyuwjkjui,220,0
apatcsqejh,230_1.png,1,edyncaijwx,230,0
bofqajtwve,270_0.png,1,dbtbbhakdv,270,0
azsmewqghg,80_0.png,1,djxdyjopjd,80,0
atkdltyyen,160_0.png,0,atkdltyyen,160,0
ajwpjhrbcv,0_0.png,1,bzythlfnhq,0,0
ahbweevwpv,200_0.png,1,dkuayagnmc,200,0
dnyvfblxpm,110_0.png,1,eckvhdusax,110,0
eepezmygaq,190_0.png,1,abarnvbtwb,190,0
dhkwmjxwrn,230_0.png,1,ehccixxzoe,230,0
dfbpceeaox,90_0.png,1,bffwsjxghk,90,0
cdphtzqrvp,160_0.png,1,ehtdtkmmli,160,0
bffwsjxghk,120_0.png,0,bffwsjxghk,120,0
etmcruaihe,90_0.png,1,afoovlsmtx,90,0
cmbzllswnl,70_0.png,0,cmbzllswnl,70,0
eqjscdagiv,260_0.png,1,dbnygxtwek,260,0
czfunozvwp,30_0.png,1,caifxvsozs,30,0
dtocdfbwca,90_0.png,1,dakiztgtnw,90,0
duycddgtrl,200_0.png,0,duycddgtrl,200,0
dfbpceeaox,150_0.png,1,bffwsjxghk,150,0
chtapglbcj,180_0.png,0,chtapglbcj,180,0
duycddgtrl,210_0.png,0,duycddgtrl,210,0
bffwsjxghk,280_0.png,0,bffwsjxghk,280,0
btmsngnqhv,110_0.png,1,crezycjqyk,110,0
dgxrqjdomn,20_0.png,1,duycddgtrl,20,0
dgxrqjdomn,280_0.png,1,duycddgtrl,280,0
dlpoieqvfb,240_0.png,0,dlpoieqvfb,240,0
cksanfsjhc,30_0.png,1,atkdltyyen,30,0
edyncaijwx,30_1.png,0,edyncaijwx,30,0
dzyuwjkjui,290_0.png,0,dzyuwjkjui,290,0
dtocdfbwca,170_0.png,1,dakiztgtnw,170,0
azsmewqghg,290_0.png,1,djxdyjopjd,290,0
ehfiekigla,120_0.png,1,avmjormvsx,120,0
acqfdwsrhi,30_0.png,1,ccfoszqabv,30,0
cdphtzqrvp,0_0.png,1,ehtdtkmmli,0,0
dfbpceeaox,110_0.png,1,bffwsjxghk,110,0
agqphdxmwt,200_0.png,1,aytzyidmgs,200,0
curpwogllm,10_0.png,1,chtapglbcj,10,0
agqphdxmwt,230_0.png,1,aytzyidmgs,230,0
btjlfpzbdu,20_0.png,1,drcyabprvt,20,0
drcyabprvt,200_0.png,0,drcyabprvt,200,0
bgwmmujlmc,90_0.png,0,bgwmmujlmc,90,0
asmpfjfzif,130_0.png,1,dzyuwjkjui,130,0
bofqajtwve,30_0.png,1,dbtbbhakdv,30,0
aytzyidmgs,100_0.png,0,aytzyidmgs,100,0
etmcruaihe,220_0.png,1,afoovlsmtx,220,0
bxzakyopjf,140_0.png,0,bxzakyopjf,140,0
ebchwmwayp,30_0.png,1,ehccixxzoe,30,0
abarnvbtwb,280_0.png,0,abarnvbtwb,280,0
bwipwzzxxu,240_0.png,0,bwipwzzxxu,240,0
bejhvclboh,130_0.png,0,bejhvclboh,130,0
awnwkrqibf,30_0.png,1,cprhtltsjp,30,0
cdphtzqrvp,130_0.png,1,ehtdtkmmli,130,0
curpwogllm,210_0.png,1,chtapglbcj,210,0
awnwkrqibf,260_0.png,1,cprhtltsjp,260,0
etmcruaihe,210_0.png,1,afoovlsmtx,210,0
ellavthztb,80_0.png,0,ellavthztb,80,0
cizlkenljw,40_0.png,0,cizlkenljw,40,0
aorjvbyxhw,270_0.png,1,bulkxhhknf,270,0
eqjscdagiv,90_0.png,1,dbnygxtwek,90,0
bxzakyopjf,80_0.png,0,bxzakyopjf,80,0
cprhtltsjp,110_0.png,0,cprhtltsjp,110,0
duycddgtrl,140_0.png,0,duycddgtrl,140,0
chtapglbcj,260_0.png,0,chtapglbcj,260,0
dsdoseflas,130_0.png,1,dzyuwjkjui,130,0
bulkxhhknf,120_0.png,0,bulkxhhknf,120,0
emfbhytfhc,270_0.png,1,cprhtltsjp,270,0
dgxrqjdomn,30_0.png,1,duycddgtrl,30,0
bdnaqemxmr,210_0.png,0,bdnaqemxmr,210,0
acqfdwsrhi,230_0.png,1,ccfoszqabv,230,0
cizlkenljw,30_0.png,0,cizlkenljw,30,0
ahbweevwpv,20_0.png,1,dkuayagnmc,20,0
bejhvclboh,140_0.png,0,bejhvclboh,140,0
cknyxaqouy,140_0.png,1,bwipwzzxxu,140,0
ehccixxzoe,20_0.png,0,ehccixxzoe,20,0
ekcrtigpab,120_0.png,0,ekcrtigpab,120,0
edyncaijwx,70_0.png,0,edyncaijwx,70,0
bbhtdfuqxq,170_0.png,1,cpjxareypw,170,0
bejhvclboh,80_0.png,0,bejhvclboh,80,0
bulkxhhknf,280_0.png,0,bulkxhhknf,280,0
bsqgziaylx,100_1.png,1,brwrlczjvi,100,0
cknyxaqouy,290_0.png,1,bwipwzzxxu,290,0
dhkwmjxwrn,30_1.png,1,ehccixxzoe,30,0
bnjcdrfuov,220_0.png,1,ellavthztb,220,0
eqvuznuwsa,20_0.png,1,cmbzllswnl,20,0
edyncaijwx,0_0.png,0,edyncaijwx,0,0
bsqgziaylx,270_0.png,1,brwrlczjvi,270,0
afoovlsmtx,130_0.png,0,afoovlsmtx,130,0
bdnaqemxmr,50_0.png,0,bdnaqemxmr,50,0
bvzjkezkms,0_0.png,1,ekcrtigpab,0,0
bnjcdrfuov,120_0.png,1,ellavthztb,120,0
cpjxareypw,220_0.png,0,cpjxareypw,220,0
duycddgtrl,0_0.png,0,duycddgtrl,0,0
dsdoseflas,210_0.png,1,dzyuwjkjui,210,0
drtbksnpol,120_0.png,1,dzyuwjkjui,120,0
ellavthztb,180_0.png,0,ellavthztb,180,0
dkuayagnmc,270_0.png,0,dkuayagnmc,270,0
bsqgziaylx,170_0.png,1,brwrlczjvi,170,0
cppdvdejkc,90_0.png,0,cppdvdejkc,90,0
brwrlczjvi,20_1.png,0,brwrlczjvi,20,0
bpxckdzddv,140_0.png,1,cizlkenljw,140,0
ekhacizpah,110_0.png,1,egghxjjmfg,110,0
curpwogllm,200_0.png,1,chtapglbcj,200,0
djxdyjopjd,10_0.png,0,djxdyjopjd,10,0
emfbhytfhc,70_0.png,1,cprhtltsjp,70,0
acqfdwsrhi,60_0.png,1,ccfoszqabv,60,0
emfbhytfhc,210_0.png,1,cprhtltsjp,210,0
dsdoseflas,220_0.png,1,dzyuwjkjui,220,0
bzythlfnhq,210_0.png,0,bzythlfnhq,210,0
cppdvdejkc,130_0.png,0,cppdvdejkc,130,0
dzvyfiarrq,190_0.png,1,bgwmmujlmc,190,0
dbtbbhakdv,200_0.png,0,dbtbbhakdv,200,0
dbtbbhakdv,250_0.png,0,dbtbbhakdv,250,0
dtocdfbwca,260_0.png,1,dakiztgtnw,260,0
avmjormvsx,140_0.png,0,avmjormvsx,140,0
azsmewqghg,270_0.png,1,djxdyjopjd,270,0
eqjscdagiv,0_0.png,1,dbnygxtwek,0,0
eepezmygaq,200_0.png,1,abarnvbtwb,200,0
avnqydkqjj,10_0.png,1,efwfxwwlbw,10,0
avnqydkqjj,270_0.png,1,efwfxwwlbw,270,0
dbnygxtwek,260_0.png,0,dbnygxtwek,260,0
dsdoseflas,280_0.png,1,dzyuwjkjui,280,0
crezycjqyk,170_0.png,0,crezycjqyk,170,0
brwrlczjvi,10_1.png,0,brwrlczjvi,10,0
brwrlczjvi,20_0.png,0,brwrlczjvi,20,0
dbtbbhakdv,180_0.png,0,dbtbbhakdv,180,0
emaalmsonj,250_0.png,1,dzyuwjkjui,250,0
cmbzllswnl,190_0.png,0,cmbzllswnl,190,0
btohlidmru,120_0.png,1,cyxlcuyznd,120,0
avnqydkqjj,100_0.png,1,efwfxwwlbw,100,0
eqjscdagiv,130_0.png,1,dbnygxtwek,130,0
ehccixxzoe,260_0.png,0,ehccixxzoe,260,0
dsdoseflas,230_0.png,1,dzyuwjkjui,230,0
cdphtzqrvp,100_0.png,1,ehtdtkmmli,100,0
abarnvbtwb,250_0.png,0,abarnvbtwb,250,0
cksanfsjhc,40_0.png,1,atkdltyyen,40,0
ekhacizpah,270_0.png,1,egghxjjmfg,270,0
drtbksnpol,40_0.png,1,dzyuwjkjui,40,0
czfunozvwp,140_0.png,1,caifxvsozs,140,0
dbtbbhakdv,260_0.png,0,dbtbbhakdv,260,0
eqjscdagiv,270_0.png,1,dbnygxtwek,270,0
edyncaijwx,150_1.png,0,edyncaijwx,150,0
duycddgtrl,280_0.png,0,duycddgtrl,280,0
dgxrqjdomn,190_0.png,1,duycddgtrl,190,0
egghxjjmfg,140_0.png,0,egghxjjmfg,140,0
emaalmsonj,190_0.png,1,dzyuwjkjui,190,0
czfunozvwp,290_0.png,1,caifxvsozs,290,0
ebchwmwayp,0_1.png,1,ehccixxzoe,0,0
dbzpcjntve,70_0.png,1,ellavthztb,70,0
djxdyjopjd,30_0.png,0,djxdyjopjd,30,0
bxzakyopjf,200_0.png,0,bxzakyopjf,200,0
bzythlfnhq,60_0.png,0,bzythlfnhq,60,0
eepezmygaq,180_0.png,1,abarnvbtwb,180,0
bqqpbzjgup,270_0.png,1,djxdyjopjd,270,0
bdnaqemxmr,60_0.png,0,bdnaqemxmr,60,0
ehtdtkmmli,140_0.png,0,ehtdtkmmli,140,0
bulkxhhknf,20_0.png,0,bulkxhhknf,20,0
ehdkmxgtxh,250_0.png,1,bejhvclboh,250,0
bpxckdzddv,40_0.png,1,cizlkenljw,40,0
ehccixxzoe,80_1.png,0,ehccixxzoe,80,0
czfunozvwp,110_1.png,1,caifxvsozs,110,0
cizlkenljw,150_0.png,0,cizlkenljw,150,0
emaalmsonj,40_0.png,1,dzyuwjkjui,40,0
dzyuwjkjui,230_0.png,0,dzyuwjkjui,230,0
ehccixxzoe,280_0.png,0,ehccixxzoe,280,0
avmjormvsx,180_0.png,0,avmjormvsx,180,0
bnjcdrfuov,0_0.png,1,ellavthztb,0,0
etohcvnzbj,280_0.png,1,bdnaqemxmr,280,0
bsqgziaylx,200_1.png,1,brwrlczjvi,200,0
caifxvsozs,220_0.png,0,caifxvsozs,220,0
cppdvdejkc,50_0.png,0,cppdvdejkc,50,0
czfunozvwp,150_1.png,1,caifxvsozs,150,0
bejhvclboh,70_0.png,0,bejhvclboh,70,0
cpjxareypw,250_0.png,0,cpjxareypw,250,0
bxzakyopjf,180_0.png,0,bxzakyopjf,180,0
emfbhytfhc,230_0.png,1,cprhtltsjp,230,0
bwipwzzxxu,130_0.png,0,bwipwzzxxu,130,0
cxrfacemmq,0_0.png,1,dlpoieqvfb,0,0
alaijyygdv,290_0.png,1,cppdvdejkc,290,0
dhevettufk,170_0.png,1,cppdvdejkc,170,0
cdphtzqrvp,290_0.png,1,ehtdtkmmli,290,0
agqphdxmwt,120_0.png,1,aytzyidmgs,120,0
dbtbbhakdv,70_0.png,0,dbtbbhakdv,70,0
ekhacizpah,200_0.png,1,egghxjjmfg,200,0
dzvyfiarrq,20_0.png,1,bgwmmujlmc,20,0
dhkwmjxwrn,290_1.png,1,ehccixxzoe,290,0
dzvyfiarrq,130_0.png,1,bgwmmujlmc,130,0
eqvuznuwsa,80_0.png,1,cmbzllswnl,80,0
dtocdfbwca,270_0.png,1,dakiztgtnw,270,0
atkdltyyen,80_0.png,0,atkdltyyen,80,0
dbnygxtwek,40_0.png,0,dbnygxtwek,40,0
egghxjjmfg,50_0.png,0,egghxjjmfg,50,0
bqqpbzjgup,260_0.png,1,djxdyjopjd,260,0
bulkxhhknf,60_0.png,0,bulkxhhknf,60,0
dgxrqjdomn,270_0.png,1,duycddgtrl,270,0
efwfxwwlbw,250_0.png,0,efwfxwwlbw,250,0
cizlkenljw,260_0.png,0,cizlkenljw,260,0
bqqpbzjgup,30_0.png,1,djxdyjopjd,30,0
ccfoszqabv,60_0.png,0,ccfoszqabv,60,0
cprhtltsjp,10_0.png,0,cprhtltsjp,10,0
bsqgziaylx,50_0.png,1,brwrlczjvi,50,0
dgxrqjdomn,10_0.png,1,duycddgtrl,10,0
ekcrtigpab,110_0.png,0,ekcrtigpab,110,0
btohlidmru,250_0.png,1,cyxlcuyznd,250,0
dlpoieqvfb,120_0.png,0,dlpoieqvfb,120,0
ehdkmxgtxh,260_0.png,1,bejhvclboh,260,0
eqvuznuwsa,100_0.png,1,cmbzllswnl,100,0
emfbhytfhc,80_0.png,1,cprhtltsjp,80,0
dnyvfblxpm,210_0.png,1,eckvhdusax,210,0
avnqydkqjj,130_0.png,1,efwfxwwlbw,130,0
ekhacizpah,170_0.png,1,egghxjjmfg,170,0
emfbhytfhc,250_0.png,1,cprhtltsjp,250,0
dsdoseflas,200_0.png,1,dzyuwjkjui,200,0
ekcrtigpab,160_0.png,0,ekcrtigpab,160,0
czfunozvwp,90_0.png,1,caifxvsozs,90,0
dhkwmjxwrn,100_1.png,1,ehccixxzoe,100,0
dnyvfblxpm,200_0.png,1,eckvhdusax,200,0
cmbzllswnl,220_0.png,0,cmbzllswnl,220,0
dsdoseflas,100_0.png,1,dzyuwjkjui,100,0
eqvuznuwsa,90_0.png,1,cmbzllswnl,90,0
blzydqdfem,30_0.png,1,dbtbbhakdv,30,0
azsmewqghg,140_0.png,1,djxdyjopjd,140,0
dzyuwjkjui,80_0.png,0,dzyuwjkjui,80,0
aorjvbyxhw,240_0.png,1,bulkxhhknf,240,0
emaalmsonj,10_0.png,1,dzyuwjkjui,10,0
dkuayagnmc,0_0.png,0,dkuayagnmc,0,0
bwipwzzxxu,270_0.png,0,bwipwzzxxu,270,0
apatcsqejh,50_0.png,1,edyncaijwx,50,0
brwrlczjvi,270_0.png,0,brwrlczjvi,270,0
brwrlczjvi,220_0.png,0,brwrlczjvi,220,0
cpjxareypw,20_0.png,0,cpjxareypw,20,0
ebchwmwayp,230_0.png,1,ehccixxzoe,230,0
cxrfacemmq,60_0.png,1,dlpoieqvfb,60,0
cxrfacemmq,250_0.png,1,dlpoieqvfb,250,0
awnwkrqibf,150_0.png,1,cprhtltsjp,150,0
bdnaqemxmr,0_0.png,0,bdnaqemxmr,0,0
dhkwmjxwrn,260_0.png,1,ehccixxzoe,260,0
cprhtltsjp,100_0.png,0,cprhtltsjp,100,0
bbhtdfuqxq,20_0.png,1,cpjxareypw,20,0
ahbweevwpv,10_0.png,1,dkuayagnmc,10,0
bwipwzzxxu,100_0.png,0,bwipwzzxxu,100,0
aytzyidmgs,20_0.png,0,aytzyidmgs,20,0
egghxjjmfg,170_0.png,0,egghxjjmfg,170,0
dnyvfblxpm,280_0.png,1,eckvhdusax,280,0
bnjcdrfuov,40_0.png,1,ellavthztb,40,0
eqvuznuwsa,80_1.png,1,cmbzllswnl,80,0
asmpfjfzif,240_0.png,1,dzyuwjkjui,240,0
bpxckdzddv,60_0.png,1,cizlkenljw,60,0
dlpoieqvfb,190_0.png,0,dlpoieqvfb,190,0
edyncaijwx,210_0.png,0,edyncaijwx,210,0
ehtdtkmmli,20_0.png,0,ehtdtkmmli,20,0
bsqgziaylx,100_0.png,1,brwrlczjvi,100,0
abarnvbtwb,210_0.png,0,abarnvbtwb,210,0
bpxckdzddv,70_0.png,1,cizlkenljw,70,0
bbhtdfuqxq,210_0.png,1,cpjxareypw,210,0
ehtdtkmmli,230_0.png,0,ehtdtkmmli,230,0
ellavthztb,100_0.png,0,ellavthztb,100,0
eckvhdusax,0_0.png,0,eckvhdusax,0,0
czfunozvwp,60_0.png,1,caifxvsozs,60,0
curpwogllm,100_0.png,1,chtapglbcj,100,0
crezycjqyk,280_0.png,0,crezycjqyk,280,0
crezycjqyk,160_0.png,0,crezycjqyk,160,0
edyncaijwx,30_0.png,0,edyncaijwx,30,0
brwrlczjvi,100_1.png,0,brwrlczjvi,100,0
emaalmsonj,130_0.png,1,dzyuwjkjui,130,0
cksanfsjhc,0_0.png,1,atkdltyyen,0,0
ajwpjhrbcv,120_0.png,1,bzythlfnhq,120,0
ehdkmxgtxh,150_0.png,1,bejhvclboh,150,0
dbtbbhakdv,160_0.png,0,dbtbbhakdv,160,0
asmpfjfzif,270_0.png,1,dzyuwjkjui,270,0
dzyuwjkjui,200_0.png,0,dzyuwjkjui,200,0
dhkwmjxwrn,0_0.png,1,ehccixxzoe,0,0
apatcsqejh,200_1.png,1,edyncaijwx,200,0
ehfiekigla,160_0.png,1,avmjormvsx,160,0
cmbzllswnl,80_1.png,0,cmbzllswnl,80,0
czfunozvwp,120_0.png,1,caifxvsozs,120,0
ehccixxzoe,70_0.png,0,ehccixxzoe,70,0
edyncaijwx,140_1.png,0,edyncaijwx,140,0
atkdltyyen,150_0.png,0,atkdltyyen,150,0
blzydqdfem,180_0.png,1,dbtbbhakdv,180,0
bwipwzzxxu,220_0.png,0,bwipwzzxxu,220,0
duycddgtrl,150_0.png,0,duycddgtrl,150,0
bnjcdrfuov,130_0.png,1,ellavthztb,130,0
curpwogllm,140_0.png,1,chtapglbcj,140,0
avmjormvsx,80_0.png,0,avmjormvsx,80,0
avmjormvsx,280_0.png,0,avmjormvsx,280,0
afoovlsmtx,70_0.png,0,afoovlsmtx,70,0
dakiztgtnw,100_0.png,0,dakiztgtnw,100,0
dgxrqjdomn,170_0.png,1,duycddgtrl,170,0
drcyabprvt,150_0.png,0,drcyabprvt,150,0
ajwpjhrbcv,260_0.png,1,bzythlfnhq,260,0
efwfxwwlbw,10_0.png,0,efwfxwwlbw,10,0
dkuayagnmc,230_0.png,0,dkuayagnmc,230,0
cizlkenljw,70_0.png,0,cizlkenljw,70,0
adylbeequz,50_0.png,1,dlpoieqvfb,50,0
btmsngnqhv,80_0.png,1,crezycjqyk,80,0
bofqajtwve,130_0.png,1,dbtbbhakdv,130,0
bulkxhhknf,180_0.png,0,bulkxhhknf,180,0
agqphdxmwt,210_0.png,1,aytzyidmgs,210,0
emfbhytfhc,280_0.png,1,cprhtltsjp,280,0
dakiztgtnw,10_0.png,0,dakiztgtnw,10,0
cyxlcuyznd,90_0.png,0,cyxlcuyznd,90,0
edyncaijwx,40_0.png,0,edyncaijwx,40,0
bffwsjxghk,160_0.png,0,bffwsjxghk,160,0
dsdoseflas,190_0.png,1,dzyuwjkjui,190,0
cppdvdejkc,70_0.png,0,cppdvdejkc,70,0
dnyvfblxpm,90_0.png,1,eckvhdusax,90,0
ehtdtkmmli,250_0.png,0,ehtdtkmmli,250,0
bbhtdfuqxq,30_0.png,1,cpjxareypw,30,0
czfunozvwp,90_1.png,1,caifxvsozs,90,0
ellavthztb,60_0.png,0,ellavthztb,60,0
cksanfsjhc,150_0.png,1,atkdltyyen,150,0
ekcrtigpab,190_0.png,0,ekcrtigpab,190,0
cxrfacemmq,160_0.png,1,dlpoieqvfb,160,0
cprhtltsjp,290_0.png,0,cprhtltsjp,290,0
ehfiekigla,220_0.png,1,avmjormvsx,220,0
edyncaijwx,160_0.png,0,edyncaijwx,160,0
bourlmzsio,190_0.png,1,bxzakyopjf,190,0
btjlfpzbdu,90_0.png,1,drcyabprvt,90,0
bgwmmujlmc,80_0.png,0,bgwmmujlmc,80,0
adylbeequz,90_0.png,1,dlpoieqvfb,90,0
aorjvbyxhw,90_0.png,1,bulkxhhknf,90,0
caifxvsozs,270_0.png,0,caifxvsozs,270,0
chtapglbcj,20_0.png,0,chtapglbcj,20,0
dhkwmjxwrn,210_0.png,1,ehccixxzoe,210,0
bbhtdfuqxq,180_0.png,1,cpjxareypw,180,0
aorjvbyxhw,50_0.png,1,bulkxhhknf,50,0
eckvhdusax,80_0.png,0,eckvhdusax,80,0
afoovlsmtx,0_0.png,0,afoovlsmtx,0,0
cksanfsjhc,70_0.png,1,atkdltyyen,70,0
cpjxareypw,90_0.png,0,cpjxareypw,90,0
ekcrtigpab,170_0.png,0,ekcrtigpab,170,0
caifxvsozs,70_0.png,0,caifxvsozs,70,0
dbzpcjntve,170_0.png,1,ellavthztb,170,0
bejhvclboh,240_0.png,0,bejhvclboh,240,0
btjlfpzbdu,160_0.png,1,drcyabprvt,160,0
avmjormvsx,170_0.png,0,avmjormvsx,170,0
dtocdfbwca,80_0.png,1,dakiztgtnw,80,0
etmcruaihe,110_0.png,1,afoovlsmtx,110,0
ekhacizpah,70_0.png,1,egghxjjmfg,70,0
ehdkmxgtxh,40_0.png,1,bejhvclboh,40,0
ehtdtkmmli,40_0.png,0,ehtdtkmmli,40,0
drcyabprvt,290_0.png,0,drcyabprvt,290,0
bffwsjxghk,90_0.png,0,bffwsjxghk,90,0
etohcvnzbj,210_0.png,1,bdnaqemxmr,210,0
dakiztgtnw,180_0.png,0,dakiztgtnw,180,0
edyncaijwx,160_1.png,0,edyncaijwx,160,0
bulkxhhknf,230_0.png,0,bulkxhhknf,230,0
dfbpceeaox,180_0.png,1,bffwsjxghk,180,0
brwrlczjvi,230_0.png,0,brwrlczjvi,230,0
dzvyfiarrq,60_0.png,1,bgwmmujlmc,60,0
dhkwmjxwrn,10_0.png,1,ehccixxzoe,10,0
eepezmygaq,210_0.png,1,abarnvbtwb,210,0
bvzjkezkms,170_0.png,1,ekcrtigpab,170,0
drcyabprvt,270_0.png,0,drcyabprvt,270,0
dtocdfbwca,290_0.png,1,dakiztgtnw,290,0
avnqydkqjj,20_0.png,1,efwfxwwlbw,20,0
aytzyidmgs,260_0.png,0,aytzyidmgs,260,0
dlpoieqvfb,280_0.png,0,dlpoieqvfb,280,0
avnqydkqjj,200_0.png,1,efwfxwwlbw,200,0
cizlkenljw,20_0.png,0,cizlkenljw,20,0
duycddgtrl,120_0.png,0,duycddgtrl,120,0
btjlfpzbdu,50_0.png,1,drcyabprvt,50,0
btohlidmru,0_0.png,1,cyxlcuyznd,0,0
ehtdtkmmli,10_0.png,0,ehtdtkmmli,10,0
atkdltyyen,140_0.png,0,atkdltyyen,140,0
awnwkrqibf,190_0.png,1,cprhtltsjp,190,0
czfunozvwp,250_0.png,1,caifxvsozs,250,0
dbtbbhakdv,280_0.png,0,dbtbbhakdv,280,0
ekhacizpah,60_0.png,1,egghxjjmfg,60,0
cdphtzqrvp,200_0.png,1,ehtdtkmmli,200,0
abarnvbtwb,220_0.png,0,abarnvbtwb,220,0
awnwkrqibf,170_0.png,1,cprhtltsjp,170,0
acqfdwsrhi,160_0.png,1,ccfoszqabv,160,0
cxrfacemmq,240_0.png,1,dlpoieqvfb,240,0
ehccixxzoe,240_1.png,0,ehccixxzoe,240,0
czfunozvwp,210_1.png,1,caifxvsozs,210,0
czfunozvwp,260_0.png,1,caifxvsozs,260,0
apatcsqejh,0_1.png,1,edyncaijwx,0,0
btjlfpzbdu,170_0.png,1,drcyabprvt,170,0
djxdyjopjd,110_0.png,0,djxdyjopjd,110,0
bzythlfnhq,200_0.png,0,bzythlfnhq,200,0
cppdvdejkc,170_0.png,0,cppdvdejkc,170,0
bsqgziaylx,10_1.png,1,brwrlczjvi,10,0
aytzyidmgs,190_0.png,0,aytzyidmgs,190,0
agqphdxmwt,190_0.png,1,aytzyidmgs,190,0
